Sample Names,lung_cocci_S13-15588,lung_cocci_S15-7163,lung_cocci_S16-1593,lung_control_S16-1234,lung_control_S16-430,lung_control_S16-455,lung_sarc_ng07-1929,lung_sarc_ng14-2391,lung_sarc_S01-274,lung_sarc_S08-13633,lung_sarc_S08-8308,lung_sarc_S14-1820,lymph_control_LN2,lymph_control_LN4,lymph_control_LN5,lymph_sarc_S01-01562,lymph_sarc_S03-06811,lymph_sarc_S08-11588-2,lymph_sarc_S10-5712,lymph_sarc_S10-8898,lymph_sarc_S11-16399,lymph_sarc_S11-3356,lymph_sarc_S11-5747,lymph_sarc_S12-10867-2,lymph_sarc_S12-11588,lymph_sarc_S15-2130,lymph_sarc_S16-3789,lymph_TB_S07-1722,lymph_TB_S10-2574,lymph_TB_S11-5890,lymph_TB_S13-12712
GeneName,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM
A2M,13553.4289,10400.49774,2728.095333,16374.17367,11185.69224,17280.47755,913.361504,659.130454,7576.894729,4072.010502,5825.108891,8043.914141,989.368233,743.154565,1440.442046,2088.4945,1328.376218,1619.076051,1728.531401,2589.469131,2321.111481,3226.671299,1832.78584,1664.08363,1969.6911,1994.888201,2068.145618,11127.06187,4330.668281,4511.71577,1200.362843
ABCA2,126.216567,108.570013,173.126704,102.132701,107.961448,73.942593,387.531125,327.798869,303.455861,426.010775,131.853636,87.789861,237.728316,70.808914,140.040744,182.442333,185.359407,114.111435,218.372181,247.794445,152.103674,155.029588,110.379434,130.875363,203.937939,83.106682,167.108623,143.581322,127.790212,96.79465,114.222233
ABCA3,1266.022,1085.875806,423.008647,771.661477,1688.468702,1101.838232,509.947956,181.284116,809.817008,424.881439,462.452013,948.303394,149.105086,81.173557,123.641024,159.872147,128.371249,150.227512,113.89829,86.779608,150.596764,114.751265,52.9409,72.218788,98.456072,101.137717,128.755824,1382.011108,722.97521,98.86144,84.98727
ABCA4,8.233781,16.338206,137.223609,28.577448,15.469103,9.45342,354.788899,306.974437,75.412931,244.94051,76.330973,19.882387,113.375853,16.467189,45.822746,110.970079,94.848803,147.538017,108.581962,41.069953,122.342212,73.214244,37.855086,36.617977,50.035053,62.616869,47.899491,108.748951,46.689365,49.861301,63.246341
ABCA5,119.858838,151.787202,152.790615,99.950679,90.961548,122.239274,292.114414,318.223349,143.12821,194.496819,129.417541,89.422714,179.235511,219.304215,143.015203,168.524052,195.613332,306.218228,158.925973,150.274786,137.693852,150.099689,103.070778,111.210153,109.46948,89.171667,214.842085,98.773484,65.147951,124.524079,133.657306
ABCA9,117.565886,151.787202,138.483367,83.339158,131.72908,163.516088,213.924023,260.212432,86.358029,114.690382,206.66205,83.179453,131.056298,105.19628,87.545562,146.047909,154.104656,275.481141,194.770909,112.469809,129.500032,102.793637,112.347148,128.16292,67.694483,84.254111,128.257736,119.705613,84.942905,79.054706,120.975097
ABCB11,4.273228,2.195995,3.149394,0.915041,0.161136,3.182339,624.790092,50.666586,28.024263,39.401291,3.451134,1.344702,20.848191,4.940157,28.377946,13.165942,6.310107,11.910621,22.473566,22.425225,7.911275,20.76851,1.499211,12.205992,13.007215,2.704655,53.959565,8.013081,3.173875,17.739945,0.41176
ABCB4,46.901284,161.010383,239.803881,39.628333,72.914261,23.773948,381.422501,628.544569,168.626681,195.124228,125.357383,99.507983,220.784556,335.736929,146.472006,299.337085,315.603969,377.681955,217.163925,178.027077,222.174964,183.035609,100.821961,205.128483,78.138233,136.134318,155.320534,126.901032,58.549633,110.401016,164.456956
ABCB5,26.577394,76.50848,189.233607,34.138084,48.260379,16.005295,659.120561,507.96739,91.169062,42.287373,99.778386,81.162399,141.44356,55.988444,45.822746,161.094699,183.387498,320.818344,156.187259,103.791848,105.483662,121.56921,52.847199,99.682271,61.143404,68.435976,81.188392,97.301693,47.441072,79.140822,143.127787
ABCB6,50.653387,45.852384,217.848103,69.472761,51.241404,40.340832,578.48672,664.336561,139.159109,180.693819,135.30477,54.3644,191.169811,48.045446,129.991896,194.479765,191.965301,287.391762,182.043943,108.60339,186.66841,147.582294,87.42276,92.223054,94.373516,113.923361,93.47457,189.125056,101.647508,118.840407,138.927835
ABCC1,336.646996,328.784431,369.918857,351.516685,289.401135,363.161089,312.517219,622.966596,411.343259,449.601357,367.1398,536.920487,579.329247,516.391682,546.898495,555.696776,505.301575,468.356361,549.353845,669.577707,498.598668,593.58081,471.127158,473.321261,480.412464,378.323909,507.551973,329.681031,369.004676,338.522927,399.736638
ABCC10,121.422214,136.063875,212.269176,72.7106,101.43542,90.696674,279.530648,261.792857,211.444868,248.328519,153.575482,113.147108,282.076766,271.030562,152.420924,259.557133,223.220052,185.959376,190.823938,212.395238,178.757135,183.035609,139.145551,185.802329,153.143341,145.80551,229.452675,170.809443,101.9816,162.329107,159.26878
ABCC11,12.090109,63.332507,195.172464,27.521631,34.483209,13.290947,0.244345,216.704244,89.124373,205.037292,92.774614,57.149855,119.416672,67.999805,61.338167,151.87854,142.273204,277.017995,135.24415,56.535626,113.677483,115.380613,39.541699,104.089991,49.750223,78.435004,79.694127,99.182314,34.495005,80.690914,132.916138
ABCC12,24.909793,51.913331,250.061908,31.181796,27.232067,13.010152,638.473411,373.259347,128.815389,339.051874,92.368598,53.499948,141.664565,72.261901,54.504951,187.70871,161.597909,222.075453,152.804141,79.476374,147.959673,109.716474,43.945632,69.16729,40.255906,91.876322,83.595819,134.668814,46.772888,67.084549,124.680937
ABCC2,8.546456,10.804297,13.67737,10.065456,8.056824,5.335098,639.328618,103.006565,71.684381,60.231273,7.409789,3.553857,18.269793,37.29334,21.54473,9.780414,14.394933,16.136971,13.290819,9.193483,11.207639,18.985355,8.714166,16.274657,19.938067,11.228418,68.072067,10.466064,6.93241,20.237316,13.588081
ABCC3,308.402,201.680218,295.773117,498.416028,220.112444,324.879417,820.143897,333.469808,348.679564,355.99192,475.444519,393.133373,386.317722,239.452305,435.959215,553.15763,419.622147,331.960538,559.100445,476.170878,589.484145,516.066016,503.547602,292.604762,530.732346,603.138138,451.683069,449.795474,308.534014,384.767347,271.020453
ABCC4,263.168317,331.331786,224.056909,255.507722,301.647508,294.647193,765.777141,190.487771,200.860597,298.270283,154.996537,218.418102,163.986127,143.458278,116.245072,130.813034,158.54145,130.632619,224.413462,306.478081,123.849121,108.772451,152.825854,187.497605,224.540608,73.681368,161.214578,219.051459,110.250379,121.682243,114.881049
ABCC5,113.188433,193.862474,306.840988,97.275943,187.885146,81.149656,95.416711,687.299216,259.916019,286.349511,241.985425,164.245802,264.838332,99.86866,140.925042,265.481807,239.685488,339.260596,224.09126,205.177924,206.352415,237.998738,129.681779,143.081355,148.870898,142.281262,193.258259,209.32129,164.957953,301.923527,203.656511
ABCC6,50.549162,56.832361,88.363006,49.693788,60.184479,52.321404,414.897762,69.259829,43.058739,98.252264,71.357279,63.681267,45.30614,7.846131,22.107465,65.171411,49.100524,86.83227,49.457956,21.394181,51.611649,45.313114,11.056683,19.326155,18.039203,31.308434,37.107578,104.824177,35.079666,27.126615,36.564291
ABCD3,207.824802,152.050722,51.650067,176.039894,188.771397,207.132858,216.489645,8.366959,126.289597,48.185018,110.639309,121.215323,90.906955,157.503822,131.519321,56.989718,63.19967,81.837494,52.760523,87.638812,45.866557,67.864779,69.713326,84.424781,90.385902,59.584376,152.248989,135.077645,98.139542,81.724309,51.470004
ABCD4,112.667307,153.807518,72.076138,93.404614,116.58225,137.214989,427.970218,134.150246,110.533467,155.22101,105.970128,109.785352,166.859199,157.697554,177.100895,95.170949,104.708346,76.07429,118.731315,153.367921,89.472749,98.178413,100.728261,157.660735,142.889478,78.189127,210.52532,119.950911,111.753793,120.218267,104.010584
ABCF1,382.193354,240.944615,438.575653,338.635717,237.27348,331.0569,739.143539,419.742454,407.133606,445.209493,387.745103,236.283434,473.688588,420.203924,423.09669,373.724655,469.215648,360.392344,357.2411,382.689479,415.530284,393.343,371.148503,325.832186,358.125655,307.920911,438.48373,348.732539,360.318283,397.168085,427.571616
ABCG2,95.47017,212.835874,179.425493,101.288048,110.700768,128.323158,330.110057,339.419645,79.983412,246.822738,105.056592,92.59237,151.90449,136.871403,95.745422,151.408328,125.709172,309.291937,151.515335,115.219262,117.821484,119.995838,56.782629,130.875363,57.155791,90.237137,107.504057,105.560072,40.926277,153.459134,136.786682
ABCG8,11.985884,16.689565,145.592,27.732794,12.649214,7.86225,860.949507,213.35746,93.574578,74.5362,87.902424,26.797999,87.739208,18.598237,42.607115,132.411755,91.003581,134.858969,89.652614,30.501743,96.818933,77.409902,31.108635,29.497815,30.856532,54.83074,37.439637,94.439879,23.637013,65.44834,98.410647
ABHD2,370.20747,299.358093,162.058833,242.837918,334.841625,333.771248,621.002745,179.052927,307.78579,432.159384,253.759884,376.228542,171.942327,140.552304,159.334532,226.548237,190.190583,185.959376,187.36027,244.61539,241.670605,223.10415,258.051749,212.926756,334.864577,305.380174,191.016861,230.825781,143.576061,265.668591,154.492364
ACACA,115.064484,119.901349,245.652756,154.430838,103.369058,127.761569,14.172008,713.050857,186.668052,238.666419,168.090547,110.073502,152.051827,86.113713,106.276615,238.021415,250.629581,356.934421,215.311265,114.360058,176.120043,154.085565,100.353458,139.351747,90.385902,117.119772,120.537368,237.775902,94.965667,106.353553,158.609964
ACACB,176.557279,228.734881,203.900786,138.171256,174.671954,209.472814,0.855207,90.735024,214.451764,312.826174,196.41015,108.056449,233.971222,118.370031,413.208624,118.775601,103.426605,120.643066,165.611658,144.088517,150.314219,123.981714,89.203074,66.793903,118.584025,101.547514,191.680979,110.302508,63.059876,122.629521,92.316599
ACADS,103.703951,127.894772,132.634492,89.04057,119.966116,106.795568,439.210086,147.630347,124.244908,76.669391,107.391183,82.315001,130.687956,103.743292,142.77403,115.296031,99.87717,101.048173,89.008211,128.880606,117.821484,104.786575,77.490485,101.038493,99.120674,89.253626,156.48274,115.126709,92.961115,96.966883,78.646166
ACKR1,195.109343,380.258564,312.059985,343.140536,342.737313,157.6194,463.278066,269.32312,167.905026,149.323364,99.473875,136.391251,378.729865,346.295304,368.189785,219.118884,274.58827,308.907723,284.906825,196.757725,138.541489,180.832889,107.006208,269.209943,92.474652,139.740525,264.5679,117.089096,63.72806,153.631367,103.02236
ACKR2,69.830801,99.171152,284.885211,69.965475,97.729281,77.499325,832.116801,366.100949,155.035515,181.070265,136.725826,81.930801,153.525197,67.224879,76.049681,201.532948,182.894521,403.808479,198.798429,85.404881,193.920411,135.624666,95.855824,112.227319,85.638743,110.071276,92.395379,161.733403,71.996838,112.381689,145.433643
ACKR3,182.706558,147.658731,238.004227,197.648949,211.008233,238.862654,100.547956,169.756306,120.877186,187.595319,108.710734,72.998134,155.293242,238.580513,206.202358,146.141951,93.369871,164.059201,108.823614,61.862691,123.095667,110.13604,83.581031,36.957033,96.652152,118.267201,102.938248,133.197024,93.128161,112.037224,129.045594
ACKR4,74.520929,155.652154,161.428954,52.509301,103.691331,62.149217,13.561146,194.113454,142.526831,153.966192,124.545351,121.503473,119.269335,117.595105,69.377246,170.028731,182.105758,431.087643,171.491838,152.938319,118.857484,103.842552,61.467664,141.386079,54.307496,76.386023,78.282877,111.120169,44.851859,95.244558,111.092856
ACLY,494.339536,478.639157,678.019603,487.576307,497.428342,437.384476,783.492151,495.138053,486.395363,546.975248,431.391803,415.128863,618.152557,504.574052,516.269607,460.149657,608.432394,408.803255,477.422322,430.289382,483.529574,473.060515,433.08467,487.561585,451.169966,439.219633,475.259249,492.232095,468.062971,437.212135,484.147445
ACSL3,148.208058,173.483637,272.737547,196.522744,195.53913,195.713875,132.801492,482.68058,199.657839,185.336646,203.921443,192.676654,224.467983,152.854263,158.12867,252.50395,225.783533,366.155547,249.545192,191.602501,202.114232,192.475841,176.813235,217.334476,176.974077,155.148865,158.890166,222.40387,138.56468,184.719328,220.456321
ACSL4,848.704795,523.700983,455.672365,720.771096,699.735204,810.373378,271.589436,631.519488,686.293754,646.356849,643.63657,575.148458,438.696041,444.420379,438.933674,581.088235,595.516393,566.715039,489.021582,522.911578,561.229593,572.497625,534.562537,547.235326,563.677628,487.493633,470.029322,591.087345,734.083771,393.551203,625.381135
ACSL5,250.140183,287.324038,133.444336,198.352827,359.092666,267.035718,216.73399,98.172321,149.502828,135.89681,129.113029,205.835528,227.414723,200.41538,195.992728,190.43594,162.879649,97.206037,134.196995,250.028375,175.084043,219.118274,160.321911,207.501871,202.798621,140.31424,223.724659,239.411225,189.680765,174.299264,182.986158
ACTR1B,370.728596,401.25228,476.098437,347.293417,438.210682,424.093529,2.44345,607.16234,277.716838,389.997493,287.256189,325.802199,588.464143,409.354952,424.061379,356.326804,360.563485,285.086481,308.427547,384.150126,364.201181,352.750003,287.567472,391.608923,353.473439,361.850099,397.723504,288.797967,254.578147,274.107982,275.796869
ACTR2,1750.147478,1370.916009,1216.745995,1425.986487,1482.375133,1886.659296,552.952671,1026.904794,1485.285939,918.024986,1277.021241,1824.857305,2152.81518,3209.261457,2474.508686,1750.505972,1782.40817,1726.655855,1591.998444,1722.961858,1910.290289,1980.665566,1975.679419,2557.155407,1543.49119,2209.94928,2414.483013,1307.276867,1770.771422,2011.503062,1654.616509
ACTR3B,24.492893,17.480123,11.69775,8.868863,13.696602,23.493153,166.765443,41.834796,27.903987,17.818418,4.263166,16.42458,14.365362,20.438688,14.711513,10.532753,12.817406,9.989553,12.243663,13.231742,10.265821,9.754906,11.993691,8.815439,10.348806,6.55674,44.412873,9.730169,5.428996,10.161716,3.623488
ACVR1B,258.790864,295.8445,399.613146,316.11162,273.851463,269.094879,572.988958,777.56941,319.452543,419.360238,332.22244,270.477297,273.162875,170.483842,249.452599,380.213584,348.732033,386.518867,479.838835,371.777587,340.561539,301.877641,362.153235,207.501871,451.169966,324.312761,235.263705,309.075967,336.931839,264.118499,392.654366
ACVR1C,40.022429,97.590036,214.158813,32.448777,51.160835,8.985429,333.286541,493.929492,121.238013,225.61631,98.560339,82.987353,145.347991,72.165035,69.457636,170.404901,175.894246,427.629721,202.987051,113.758615,137.411307,132.26814,42.914924,143.759466,60.478802,76.304064,91.316188,125.838072,43.933105,101.961625,128.386778
ACVR2A,193.337516,106.901056,95.561622,121.559735,117.95191,139.180551,438.965741,35.60606,145.052623,160.993174,141.293503,137.928054,146.305682,75.845936,132.644792,59.810992,97.51088,71.463727,89.088761,112.212047,65.45638,92.619165,99.603852,83.068559,131.971013,64.256054,160.965534,104.660645,83.272445,76.815683,44.552435
ADAM17,205.427625,130.266447,73.965775,173.998647,128.667487,332.367275,160.290301,56.895323,170.190267,55.588446,187.782314,134.374197,115.291235,164.478161,143.336766,112.5688,105.201323,76.07429,104.071139,147.611254,114.430937,145.484464,148.234519,136.978359,135.863683,102.285147,194.669509,110.956637,175.648899,155.267575,127.23385
ADAM23,32.830899,96.623798,161.698902,31.815287,45.198785,17.87726,538.536317,447.074521,136.873868,99.256119,95.210709,61.952364,132.603337,98.028209,64.71458,147.552588,140.991464,341.181664,153.045793,87.810653,102.469843,99.646893,42.821223,112.566374,38.736815,64.829769,78.448907,89.697443,36.750126,82.84382,93.140119
ADAMTS1,519.770455,1412.112882,718.421833,2011.542614,977.292807,1107.828518,233.349448,459.717926,397.631817,427.516557,244.523024,152.33558,650.419369,473.57699,1052.234956,216.673781,165.837512,574.399311,245.839873,152.938319,189.211319,170.029068,176.625834,113.922596,115.640787,187.358851,167.274653,389.942668,508.154018,215.462825,215.10344
ADAR,864.859682,713.874185,561.671979,729.92151,724.469656,910.055481,369.205252,555.659058,793.579774,737.958576,654.802005,890.096987,887.116326,1327.739784,1234.159298,871.867458,878.58387,644.710397,762.087496,821.484981,788.67874,934.478077,902.712617,777.453905,723.941706,828.034326,1204.543528,799.918038,836.984124,847.469888,904.636789
COQ8A,191.253015,162.855019,98.531051,131.765966,157.188645,168.476794,241.168487,103.099531,100.189747,126.485673,162.913846,155.217085,176.80445,198.381198,234.09796,110.217739,168.795375,75.305863,135.24415,186.533197,124.508394,149.47034,126.308554,137.65647,130.641808,105.727435,236.59194,88.389185,83.355968,114.448479,62.422821
ADIPOQ,19.385864,58.589157,217.308207,32.237613,38.350484,8.798233,186.435213,448.376048,133.987249,262.382483,84.755801,47.064587,180.26687,161.087857,426.312321,187.896794,190.68356,274.712714,172.619544,82.99911,147.865491,126.499109,67.55821,95.952662,58.484996,110.644991,112.816999,124.20275,37.585356,106.611901,159.598188
ADIPOR1,583.660426,455.361606,523.069403,495.107801,452.874103,767.318198,381.300328,1039.641165,455.725032,601.685321,636.429789,573.419554,467.868775,498.568372,486.203454,628.203497,488.540352,816.45387,621.76867,545.938246,570.647777,607.741158,471.127158,571.986366,483.545588,562.158512,574.21279,493.949184,475.329473,640.963152,524.746984
ADIPOR2,371.458171,395.367012,333.565849,323.502339,314.055017,345.096633,753.315547,579.830273,226.960448,363.395347,301.060726,274.511405,330.329647,246.52351,303.394814,345.511923,362.535393,452.603604,351.844222,298.831165,293.658981,272.088465,259.644661,290.909485,237.737709,213.585812,277.850254,272.853572,201.123418,253.353969,326.278649
ADM,226.585316,447.543863,514.61103,499.260682,461.575473,372.801705,588.382692,724.857566,761.225582,507.322993,450.474546,348.950292,454.608441,302.899417,1001.829935,377.674438,362.239607,903.28614,382.936683,255.527281,254.479335,326.736919,223.288786,213.265812,328.788214,239.402976,262.99062,278.16837,603.203208,266.271405,363.748812
ADORA2A,58.782943,51.474132,130.294942,52.086974,31.341047,26.207501,2.076932,261.699891,127.011252,106.283101,87.191896,38.13192,143.43261,114.011069,96.951284,121.784959,117.525752,80.300639,114.542693,106.36946,119.70512,77.514794,53.690505,74.592176,83.929766,68.681853,133.819722,100.490572,57.046219,73.198801,87.046071
ADORA2B,107.143378,144.057298,423.638526,92.348797,124.075097,75.720959,281.241062,1033.505395,307.78579,334.032602,247.365135,165.398404,268.742763,125.634968,135.378078,358.48978,310.674198,562.48869,310.119106,173.215534,300.063347,231.70525,125.371547,212.248646,128.742945,185.22791,121.948618,253.88383,106.491843,177.485564,271.185157
ADRA1A,27.51542,69.481294,141.092865,113.535525,63.890618,46.424717,330.476574,204.990501,150.58531,208.174337,117.744586,54.3644,148.147395,45.430069,110.617717,134.010477,96.327734,170.975046,63.473729,32.563833,106.802208,81.605561,30.45273,39.669475,32.945282,61.797276,85.505157,113.409621,46.188227,56.922833,57.975812
ADRA1B,16.884462,37.595441,5.129014,34.349248,16.51649,11.980572,480.382214,12.922304,27.302608,25.347327,9.338364,5.859061,28.87806,18.113908,23.63489,6.677013,14.099146,2.305282,6.766235,10.825971,4.049819,6.817945,2.717321,6.102996,5.031988,4.917555,43.499711,3.843008,4.760812,4.994742,0.988224
ADRA1D,26.681619,20.115318,35.003268,22.453709,26.506952,16.28609,326.444882,70.654322,80.223963,45.926346,23.244405,12.678623,14.95471,11.914496,10.531193,33.855278,30.958965,50.33198,17.39889,18.558807,21.850187,16.887526,4.02913,8.815439,16.899885,9.179436,47.069344,31.88879,10.022762,7.31988,4.364656
ADRA2A,78.168807,50.771414,112.568351,19.075094,32.791276,37.439288,364.929215,194.113454,149.142001,196.63001,71.255775,45.623834,129.067248,86.791774,94.137607,120.562408,163.668413,159.448638,85.866745,184.213346,92.109841,62.515314,227.78642,67.811069,83.644937,72.779816,138.385531,70.400637,54.791097,78.365776,61.352245
ADRA2B,14.487286,11.594856,71.086329,16.048419,11.843532,7.394259,104.090958,238.272405,90.567683,84.449264,29.740658,8.740566,38.454968,15.014202,49.038378,95.547119,71.777472,63.395242,40.275209,37.890898,58.581105,51.816385,12.368493,13.223158,45.098008,32.701742,47.899491,92.804556,23.971105,34.963192,37.881923
ADRA2C,20.32389,23.628911,75.495481,26.958528,32.630139,20.123617,0.122172,161.29638,73.007415,101.012864,51.767016,16.040379,49.726251,33.903037,43.08946,87.083299,56.495181,102.969241,51.310616,32.993435,45.960739,59.473462,14.242508,24.75104,33.894713,31.80019,50.472947,74.080113,24.305197,40.388515,26.105586
AGER,3289.968753,3942.602302,822.801759,5932.495141,4121.065712,6224.749541,423.938526,339.698544,1149.956989,456.628339,981.137216,1968.64442,342.853295,358.500397,236.911637,228.617171,235.741671,231.296579,225.460617,236.367031,191.942593,182.930718,129.400677,180.716499,128.837888,128.839945,245.059441,1261.242536,426.969648,120.132151,145.680699
AGFG1,243.157103,285.303722,191.213226,320.334888,240.818483,394.984483,324.734467,421.787711,234.297272,433.28872,272.538115,300.829153,350.662158,595.724788,457.423554,323.78812,285.236577,580.162515,353.133029,298.229722,287.819707,256.249853,269.295834,428.2269,259.194867,324.722558,417.065933,274.488894,341.94322,260.157152,265.502868
AGGF1,122.360239,167.15917,219.647757,94.81237,113.278952,111.475479,498.708087,549.523288,182.819226,280.200901,218.944028,165.878655,279.572036,316.363766,185.702708,234.729929,257.728452,384.982013,280.0738,238.686882,207.953506,173.175812,133.148705,191.227214,123.900843,156.951968,198.903259,161.896935,112.004362,156.214854,199.127151
AGT,12.090109,28.196581,171.32705,75.948439,91.686662,27.705073,495.042912,163.52757,125.688218,260.751219,82.92873,26.317748,111.976151,20.051225,89.957286,129.402397,77.101626,129.095765,82.241976,32.907515,130.818578,77.200119,37.573984,22.038597,39.401417,85.811337,63.755302,91.414532,46.522319,67.687362,91.575431
AHNAK,5622.109057,6499.355827,3174.679446,6353.132648,6784.893583,5890.04231,1444.567472,1669.301329,2889.265432,3358.771844,4649.4901,4505.233534,2941.657699,1495.220786,3002.997692,1930.503201,2479.280664,2668.747567,3748.896963,4457.20687,2546.865355,2458.236414,2285.73506,1993.306369,3822.032437,2290.269347,2711.177608,2133.114767,1692.343312,3634.449664,1846.33198
AHNAK2,109.957455,210.552039,268.868291,63.912124,145.828523,69.262682,180.570934,99.566815,120.516358,213.068128,187.68081,126.113882,126.709856,18.017042,65.518488,157.897256,96.130544,188.648871,99.721416,142.45603,123.75494,91.465359,124.059737,51.536412,235.174244,108.104254,66.494787,127.309862,78.177541,107.903645,131.186746
AHRR,66.391373,16.953084,179.33551,39.769108,30.535365,33.976153,469.753208,320.826403,141.324073,355.489993,104.143056,24.973046,103.504272,18.30764,68.412556,184.323182,129.160012,170.206619,93.357933,46.998461,133.549851,95.661018,36.824378,46.450582,37.407611,78.844801,64.585449,122.403895,39.255817,71.820942,92.398951
AICDA,14.487286,13.527332,114.54797,13.44407,8.70137,2.246357,245.566696,364.241624,117.509463,179.815446,60.293348,17.769283,65.343978,28.769148,34.407255,114.355607,93.468467,112.190367,63.312628,42.61652,83.445111,77.829468,29.984226,51.875468,46.04744,56.060129,38.352799,91.986895,36.833649,58.042344,56.411124
AIFM1,104.954652,105.319939,121.386655,98.613311,98.937804,93.504621,253.263563,419.556521,180.293434,278.569638,150.834875,122.848176,170.763631,143.942607,154.913038,216.485696,183.584689,322.355199,102.218479,175.879067,162.934586,179.993757,122.373124,162.746565,109.184651,141.953425,171.09333,170.155314,99.47591,129.51882,111.834024
AIMP2,86.715263,67.900178,279.126318,76.652317,67.91903,72.632218,74.769561,391.015894,195.688738,304.669856,178.545454,93.841023,183.876628,80.882959,128.786034,229.275468,219.276235,382.676732,278.543342,144.518119,222.174964,181.252454,136.240829,149.184352,129.78732,134.413174,110.90766,192.886298,109.665718,112.295573,205.138848
AK1,228.565592,172.517399,151.800806,183.641776,164.520355,201.048974,1.221725,179.889623,136.994144,220.471556,155.098041,132.165043,127.667546,94.734771,97.51402,127.427506,119.596256,195.564715,120.503424,58.769556,112.641482,113.492567,72.89915,90.188722,68.359086,65.157606,81.603466,223.303298,97.471357,91.627676,114.222233
AK2,79.523733,76.42064,173.126704,81.438687,79.601426,40.715225,298.467383,304.557315,114.021465,171.533646,147.992764,95.954126,151.167804,70.324585,98.398318,172.003622,167.908016,252.81254,186.232564,123.983143,140.707671,134.575752,88.359767,96.630773,90.860618,79.418515,110.409572,126.655733,60.220093,92.058257,111.504616
AK3,72.019528,156.179193,258.610264,82.353729,78.47347,49.981449,546.844046,462.692844,164.777855,244.815029,150.428859,126.402032,241.485411,203.902549,145.346535,250.058847,267.68659,545.199078,293.042417,158.351304,204.939687,166.043192,78.614894,183.767997,82.980335,119.742468,153.162151,190.188015,77.509357,140.455582,181.915582
AKAP1,244.824704,254.471947,303.601611,304.145694,297.216254,372.05292,203.417189,702.17381,210.362386,462.90243,265.026823,218.226001,256.734795,331.377968,296.722379,285.700932,296.082074,406.497974,302.305715,212.567079,278.778251,248.592776,135.397522,196.991155,187.038054,207.029071,251.451575,300.98112,162.11817,176.882751,223.338641
AKR1B1,908.842664,597.135069,1072.593719,464.841046,633.83038,548.017571,561.2604,1224.086133,713.235535,775.854086,1273.16409,777.81433,845.861954,578.77327,669.414048,1068.604242,1010.011577,914.428334,847.148737,1023.913453,1057.379533,1413.622297,742.95291,948.337798,734.195569,659.280226,803.665465,761.978554,991.668746,1659.632118,1256.609263
AKR1C3,209.700853,233.91743,193.01288,197.508173,158.236032,261.607022,0.855207,366.193915,111.01457,243.811174,152.661946,100.372435,176.436107,151.207544,221.958951,136.361538,126.497936,306.218228,186.796417,76.211398,122.624758,106.359947,94.544014,125.789533,79.657323,103.268658,177.734507,178.986056,93.462253,91.369327,114.963401
AKT1,132.782747,182.706817,293.253601,140.142114,144.217158,122.613667,551.486601,253.890729,233.094514,247.073701,199.150757,142.154261,237.138968,170.483842,148.964121,214.416762,206.557424,122.17992,212.653101,144.60404,189.022956,182.616044,141.206966,93.91833,133.964819,146.707062,156.648769,251.430846,149.339149,144.158581,172.527453
AKT1S1,285.993609,163.645577,305.401265,106.63752,107.719743,127.293578,1.832587,446.888588,345.191566,650.497749,301.872758,231.769076,241.780085,263.475028,214.884562,521.93554,331.379238,201.712133,526.316425,301.494697,322.478625,282.262937,472.438968,255.64773,416.89548,301.855926,214.011938,364.595168,408.344016,263.343453,457.218339
AKT2,554.268955,505.254622,590.826372,422.749141,492.755384,363.254687,781.293047,403.287434,527.77024,928.816423,452.301617,352.984399,848.514021,437.736637,516.832343,428.175228,542.669243,419.561236,583.829423,564.840735,464.787387,423.446851,383.798098,386.523093,505.762291,310.297729,453.343364,513.573055,411.350844,383.045022,385.901501
AKT3,439.725596,680.758574,533.867327,556.204414,614.413433,459.473656,194.498597,831.861678,397.391266,606.202667,382.060881,399.856885,817.352237,791.587475,673.996323,471.81092,619.573677,952.081266,588.098595,536.401081,451.225202,405.195736,375.552436,493.325526,441.011046,361.194425,672.25317,337.857644,244.889477,339.556322,414.971759
ALAS1,842.24284,367.78531,536.65679,943.900429,455.29115,800.171172,1342.309102,1488.57501,869.233256,998.207869,719.866039,906.521567,455.934475,414.004511,376.389645,1707.998789,1257.781891,771.116667,1056.902023,1427.223828,1725.317153,1007.692321,1550.840411,1422.676225,1203.404738,1182.835929,661.461257,860.424973,626.25556,653.622238,772.955931
ALB,15.946437,34.960247,79.184771,22.594485,19.980925,13.946135,190.955595,87.574173,53.282182,216.707101,31.161714,23.532293,56.061744,25.572576,27.252475,57.742058,34.606996,103.737668,72.334275,32.134231,56.697469,39.858757,16.397624,49.50208,26.204316,29.095535,69.317288,44.726072,11.943791,31.174078,49.493556
ALCAM,824.003452,554.884118,325.107475,761.596021,493.158225,1053.541551,624.301402,479.612695,389.573338,569.687457,596.335728,520.495907,251.062318,299.315381,210.623851,475.66666,370.620218,461.056303,398.724565,341.447685,452.261202,500.437188,313.80367,281.415936,327.364066,373.488313,303.667831,609.893554,353.803488,358.846359,213.950512
