Sample Names,lung_cocci_S13-15588,lung_cocci_S15-7163,lung_cocci_S16-1593,lung_control_S16-1234,lung_control_S16-430,lung_control_S16-455,lung_sarc_ng07-1929,lung_sarc_ng14-2391,lung_sarc_S01-274,lung_sarc_S08-13633,lung_sarc_S08-8308,lung_sarc_S14-1820,lymph_control_LN2,lymph_control_LN4,lymph_control_LN5,lymph_sarc_S01-01562,lymph_sarc_S03-06811,lymph_sarc_S08-11588-2,lymph_sarc_S10-5712,lymph_sarc_S10-8898,lymph_sarc_S11-16399,lymph_sarc_S11-3356,lymph_sarc_S11-5747,lymph_sarc_S12-10867-2,lymph_sarc_S12-11588,lymph_sarc_S15-2130,lymph_sarc_S16-3789,lymph_TB_S07-1722,lymph_TB_S10-2574,lymph_TB_S11-5890,lymph_TB_S13-12712
GeneName,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM,TPM
DNAJC21,79.002608,133.78004,163.858487,82.916831,88.866774,93.036629,495.042912,213.636359,187.02888,255.857429,159.767223,112.186606,171.647653,216.785703,96.54933,184.229139,163.964199,365.38712,221.513647,175.535385,140.236762,137.827387,90.795986,164.102787,117.634593,87.368563,160.467446,139.41125,70.827516,109.62597,154.410012
DNAJC22,17.822488,26.351945,176.636029,32.308001,13.857738,13.571742,583.617965,241.34029,166.461717,184.583755,74.70691,37.363519,102.620249,23.828992,76.853588,149.339394,105.891491,220.154385,124.450394,48.802789,125.732758,109.821366,38.323589,50.180191,58.484996,71.796305,60.683757,139.82008,47.10698,70.098617,98.410647
DNAJC3,504.136693,351.271424,233.77504,393.678978,390.272577,574.412269,103.357923,57.267188,391.136924,178.309665,255.688459,370.369481,277.730323,414.295109,374.379876,303.75708,242.544756,217.080676,254.700419,395.405699,379.364457,385.161466,498.112961,468.913541,393.729345,381.028564,644.360225,305.968854,307.0306,499.646407,313.925848
DNAJC4,194.379767,181.21354,96.1915,132.258681,131.406807,199.270608,630.776544,93.524011,151.427241,152.46041,194.278567,201.12907,144.832312,394.147018,226.380444,182.72446,197.58524,152.532794,156.187259,226.743946,156.059311,207.894887,195.553377,298.707758,188.462202,189.243914,371.988942,138.920653,134.889668,152.339623,103.516472
DNAJC5,718.215,321.054528,637.437408,408.249253,323.56207,498.410515,1456.662548,385.902752,617.375717,674.71574,756.508966,378.437696,631.854902,348.910681,457.98629,623.877545,685.534019,453.756245,729.222926,889.877623,666.901619,567.357943,637.539614,552.999267,797.807496,438.318081,448.445495,588.389063,654.736908,675.840228,637.48688
DNAJC5B,31.059073,40.142796,168.717552,28.929387,31.502184,11.606179,217.955715,391.573691,146.85676,220.848001,139.872448,51.002644,122.879092,47.851715,57.720582,151.50237,147.794548,373.071392,174.230552,70.712492,135.433488,103.213203,69.713326,105.446212,50.984485,74.910757,82.682657,109.730145,53.20416,78.365776,113.234009
DNAJC5G,18.968964,56.305322,158.549508,26.606589,35.772301,14.882117,0.122172,237.249777,90.206855,77.422282,66.891105,58.302457,120.816374,61.025466,71.788969,144.54323,143.45635,182.501453,161.906338,84.803439,121.023666,81.920235,45.163741,68.828235,41.964883,58.682825,77.203686,88.307419,34.244436,61.486993,99.234168
DNAJC6,29.599922,18.358522,5.66891,20.412463,15.952512,27.237082,310.440286,83.948491,17.560268,60.607718,2.436095,4.034107,7.587858,3.196572,9.325331,4.043825,2.169099,0,10.149353,0,3.673092,4.825007,0.937007,1.695277,8.829715,3.852085,35.613313,7.931314,6.347749,10.161716,2.388208
DNAJC7,492.77616,288.202436,510.561809,418.455485,287.628633,399.851591,327.788779,427.272717,546.894094,700.314031,561.722879,284.404573,678.413407,419.041534,541.431922,462.876888,467.539525,324.66048,616.532893,448.762269,456.028476,460.997996,437.113801,347.870783,659.285404,329.312276,547.482052,485.609039,451.358368,433.939718,455.653651
DNAJC8,417.942555,340.203607,1007.896161,436.615538,334.358215,368.028196,691.862787,1483.18297,650.211012,798.691777,667.591503,434.627049,875.108357,457.400398,587.174278,747.637395,743.508132,952.465479,752.099245,624.727256,805.819835,734.764724,524.536561,396.016642,497.312349,522.162397,456.912997,661.242683,439.164008,637.174037,767.19129
DNAJC9,162.799569,197.463906,352.372232,141.620258,204.885046,155.653838,464.499791,287.451532,283.008974,294.756792,258.124554,175.771823,336.223128,296.409407,227.184352,356.797016,306.040212,613.589097,328.162399,282.162606,272.656431,275.654774,198.926602,377.029543,177.543737,213.503852,249.79128,257.481539,163.788631,218.476893,230.832673
DNMT1,366.872268,290.486272,398.893285,326.951342,357.320165,304.568604,677.079916,518.565539,485.793984,629.040358,426.722621,399.088484,628.539818,815.319601,525.032203,529.929147,551.444236,450.298323,611.941519,575.752626,510.088853,538.407899,505.046814,537.741776,540.986209,519.62166,622.029267,418.315515,362.74045,507.224636,511.900071
DNMT3A,274.216175,242.437892,242.233414,207.151302,214.150394,144.51565,128.7698,136.102537,217.218107,179.689965,186.462763,178.365178,420.426248,292.341042,220.190354,179.338932,244.319474,127.558911,261.305553,308.368329,191.754229,196.147043,195.365975,205.806594,226.059699,161.459727,340.111291,183.319661,169.384673,180.413516,163.139324
DNTT,3.022527,1.493277,2.699481,0.422327,0.161136,0.093598,167.376306,116.85853,38.849086,69.516928,1.725567,1.440753,5.230465,10.364643,2.411723,6.394886,0.492977,0,5.71908,1.890249,0.094182,4.195659,2.62362,0.339055,15.001022,2.048981,37.85471,5.560097,0,4.564161,0.41176
DPPA2,122.98559,318.858532,1175.353956,183.219449,226.799609,71.602637,3.176485,1785.230197,544.368302,825.293922,546.801798,310.434171,725.634929,249.816948,372.450497,907.4155,829.286155,1527.633217,832.166359,458.213514,812.2242,663.123852,293.751718,488.578751,198.146405,459.217691,242.485985,627.71857,244.13777,485.60946,695.545045
DPPA3,53.259014,216.525146,502.733314,94.038104,132.695899,29.202644,207.815398,1120.521771,325.466333,492.516139,335.978087,151.663229,376.298804,178.426839,177.502848,591.338861,538.331044,965.528741,372.142927,257.589371,463.092114,346.87608,132.3991,262.767892,145.452944,236.288524,128.921854,383.728442,149.172103,230.791515,329.243321
DPPA4,69.622351,160.219824,535.037102,90.870653,110.6202,68.139503,574.699373,796.906382,292.029659,426.512702,277.004289,186.337343,411.438688,183.463862,186.345835,473.221556,449.792348,796.09055,447.779769,273.484645,402.721554,332.191275,172.596703,275.31294,127.793513,235.960687,197.408994,313.491338,143.910153,241.728277,379.725101
DPPA5,66.182923,81.515349,420.75908,43.499662,56.236635,20.030019,206.471501,332.075315,148.781173,152.711373,209.707168,109.497201,228.298746,71.58384,107.723649,334.414915,230.121732,399.966343,254.700419,105.252495,268.51243,237.474281,134.273114,141.386079,139.851296,162.934994,105.926778,246.197814,96.134989,157.162132,248.785411
DPYSL4,17.405588,14.932769,172.946739,20.623626,7.81512,9.266224,15.027216,233.159263,82.0281,179.815446,90.947542,12.294423,89.359916,14.723605,45.822746,141.063659,89.327459,121.411493,109.548567,43.905326,107.461481,89.262638,52.659798,32.888368,70.163006,77.86129,60.932801,119.787379,47.441072,66.13727,75.10503
DSC2,91.718067,52.35253,125.795807,75.526112,51.160835,55.503744,411.110415,170.593002,158.04241,141.167046,182.910124,103.926291,83.17176,24.991381,69.296855,163.257675,123.737264,100.663959,156.912213,100.956475,111.605482,111.289846,68.307816,54.248855,144.693398,103.104739,82.018539,147.833161,69.240579,97.828045,67.034533
DSG3,13.34081,40.494155,237.284365,37.939025,32.227298,12.916554,0.48869,523.120883,178.248746,205.288256,107.695695,44.087031,138.93883,44.848874,55.067686,180.937654,187.725697,223.612307,174.552754,59.285079,150.785128,121.883884,38.136188,76.626508,44.433406,76.222105,80.44126,96.72933,45.269474,77.849078,121.304505
DSP,192.920616,210.727719,320.068444,266.769771,314.780132,168.476794,230.539481,170.593002,154.193584,369.292993,174.07928,75.303338,258.650176,116.432715,214.884562,192.881044,183.091712,311.213005,174.069451,106.970903,162.934586,132.582814,56.126724,132.231584,93.708913,108.51405,172.255536,149.223185,82.938353,92.747187,124.927993
DST,841.40904,680.934254,427.77773,908.213813,696.834748,763.387072,399.015339,771.526606,740.417867,740.468213,534.621324,544.796602,418.80554,288.660141,355.32726,388.771446,409.368222,658.157873,495.223964,522.138294,371.924092,387.469078,343.03829,302.098312,293.659239,267.924796,401.376152,483.319587,339.855144,400.69885,321.00812
DTX1,28.140771,31.446654,210.559505,37.023984,20.222629,16.941278,351.856759,324.359119,121.238013,47.055682,90.034007,51.867095,201.336067,258.534872,192.455534,237.551203,244.516665,254.349394,189.051829,145.721005,178.192044,159.330138,101.009363,166.476174,87.727493,154.902987,157.478916,110.057209,55.70985,130.379983,106.810552
DTX3,157.796765,173.747156,258.340316,159.569148,168.790472,165.200856,488.079081,366.937645,206.874388,224.486974,169.511603,103.15789,217.395805,125.247504,171.232367,222.598455,196.993668,207.091123,178.741376,143.143393,146.2644,138.77141,103.445581,101.377548,101.114481,107.120743,197.242965,218.070265,117.600404,111.003829,157.786444
DTX4,325.911813,177.963467,338.244949,222.073516,251.372923,276.769933,464.499791,724.857566,326.067712,508.45233,244.320016,205.643428,255.187756,161.862784,179.512618,288.804332,305.350044,340.413237,277.415637,220.643597,212.285871,195.307911,220.009261,183.428941,163.58709,137.199788,198.820245,250.040822,136.89422,168.615592,194.350735
DUSP1,7370.172034,13993.84893,4072.976685,11864.07524,12659.92998,7406.427053,255.09615,411.096596,2565.603236,1753.231972,2049.161816,1423.271517,2057.340777,1422.183958,5170.815541,580.053768,215.726799,3228.162548,282.893065,160.327474,422.688104,828.432804,654.21834,762.874525,210.583961,912.452356,757.426268,3426.981988,6771.461322,1180.911957,700.239109
DUSP10,84.630762,140.543706,164.3084,113.113198,117.387932,94.814996,396.938406,351.040422,193.523773,171.533646,222.293658,172.314017,156.398269,135.418415,83.124069,248.554168,241.065824,320.434131,197.106871,184.642948,160.58004,170.868199,170.441587,214.282978,138.142319,123.92239,153.079136,140.147145,139.316388,173.954799,227.785649
DUSP2,66.704049,79.055834,181.585078,126.768432,158.558305,58.966878,245.688869,375.118671,157.20048,218.087401,140.785984,48.98559,296.147453,166.028014,270.836547,191.56445,163.865603,171.359259,155.462305,97.519658,134.680033,216.70577,99.416451,130.197252,90.955561,108.51405,145.524797,117.089096,115.679375,114.534595,111.998728
DUSP4,25.118243,14.669249,111.938472,40.965701,10.635008,8.049447,670.726947,200.807021,108.729329,139.159337,55.116647,16.040379,51.052285,13.270617,65.357706,100.437326,65.072983,69.926873,78.053354,25.002838,72.990927,62.20064,26.142497,27.463483,67.979313,56.060129,49.80883,117.170863,61.472938,40.560748,58.634628
DUSP5,243.782453,330.716907,566.081131,474.554563,264.022138,449.552245,303.354282,746.797593,403.645608,272.54651,199.759781,171.161415,304.471996,511.160928,428.402482,333.944703,309.589648,629.341854,369.001461,240.31937,291.775345,291.703169,260.113164,308.540363,147.541693,236.698321,221.98135,315.862555,490.864754,188.508443,348.019578
DUSP6,690.178454,452.550732,351.742353,750.193197,320.097636,592.570323,302.010385,521.447491,469.316198,510.711003,395.662411,375.07594,344.695008,235.190209,449.304085,376.451886,394.578908,686.205464,439.160874,350.211566,296.013528,284.780332,288.410778,272.261442,310.843954,282.923339,296.362536,475.22474,739.262198,262.310058,389.52499
DUSP8,89.11244,59.818915,207.230145,99.739516,52.852768,80.775263,466.210206,268.300492,205.070251,185.336646,196.511654,72.709984,124.131457,64.609501,100.64926,221.940158,181.514185,254.733607,138.788369,90.731946,182.995318,164.574711,71.399939,99.004161,122.096923,87.942278,104.266483,215.535515,95.550328,106.525785,111.751672
DVL1,279.948555,345.561836,246.4626,266.910546,303.82285,275.36596,219.788302,50.759553,203.506665,170.40431,211.432735,206.79603,218.869175,176.198925,197.118199,139.653023,161.499313,167.13291,231.501899,178.542599,139.389125,152.826867,173.252608,119.347481,210.394075,110.972828,247.549883,262.060443,146.248798,155.870389,124.927993
DVL2,132.157397,141.334264,80.354546,151.896877,161.378194,146.200418,192.910355,118.903787,132.062836,145.433428,108.812238,131.492692,147.705384,174.552206,168.177518,82.757347,116.638393,82.221707,114.864895,106.713142,79.583656,58.949004,106.912507,120.364647,118.584025,99.580492,213.098776,104.170048,125.952705,110.142667,108.869352
E2F1,36.687227,41.109034,144.152277,29.914816,40.767532,17.222072,216.367472,233.624094,99.708644,184.458274,81.609179,43.990981,76.17325,37.002743,58.765662,133.540264,101.750483,174.817182,82.644728,44.936371,101.528025,92.724057,45.257442,81.034227,53.83278,58.10911,52.963389,105.805371,50.69847,55.631089,87.210775
E2F3,144.768631,165.578053,514.521047,139.508624,146.311932,132.722274,407.44524,1086.682069,300.448966,422.622766,310.297586,231.000675,429.78215,290.016263,245.111497,507.641089,493.864505,565.178185,431.669685,326.669375,428.339015,373.30873,237.156491,274.634829,242.674754,287.103261,286.151726,351.103757,237.288883,266.443637,346.125482
E2F5,65.661798,153.807518,239.44395,54.480159,107.800311,78.435307,1.46607,373.44528,127.732907,164.381183,96.53026,93.456822,205.093162,307.355244,146.230834,214.792932,226.670892,487.56704,195.415312,160.069712,181.300045,163.211122,99.603852,258.699228,106.526242,119.086794,178.31561,133.115258,54.457005,147.861579,163.38638
EAF2,117.044761,88.630374,264.099208,52.438913,59.539933,62.430012,375.802566,458.974196,172.234955,219.467701,180.575534,90.287166,328.266928,221.338397,228.711777,309.023457,291.64528,408.034828,273.227015,188.079764,222.645873,208.734019,136.896734,300.06398,216.375495,207.602786,424.786301,180.784911,128.040781,249.564855,188.83315
EBAG9,128.613744,208.619563,158.459525,118.040344,134.548968,140.958917,230.905998,270.81058,155.516618,100.385455,106.883663,143.018713,192.71685,298.152992,143.73872,176.517659,189.500415,410.724323,225.621718,164.881255,151.91531,154.50513,107.755814,200.381709,98.551015,126.05333,215.257158,142.600129,81.852554,119.787686,166.515757
EBF4,103.182825,105.05642,63.347817,111.986993,80.568245,105.765987,419.540316,47.784634,47.268392,148.570473,69.631712,113.051058,54.588374,43.589619,50.244239,36.300382,31.156156,43.031922,60.735015,54.129854,28.348734,41.956587,49.567674,30.854036,54.307496,27.37439,80.690304,80.784935,58.967248,24.02643,44.799491
ECI2,207.929027,195.355751,157.379733,235.447199,222.61006,195.339483,213.435333,153.580185,130.860078,182.952492,168.699571,175.291572,249.662617,224.631835,216.492378,159.59002,176.091437,150.611726,163.195145,146.75205,141.555308,170.448633,131.180991,139.012691,147.351807,156.624131,276.106945,166.067008,130.045333,176.710518,131.76321
ECT2,84.943437,248.762359,325.647371,114.872893,169.112745,96.68696,214.29054,696.502871,211.084041,184.458274,237.823763,180.190131,254.303733,302.802551,129.750723,267.080529,275.67282,477.577487,260.902801,233.187976,240.91715,203.06988,159.666006,234.287243,133.67999,159.820542,159.720313,270.155289,196.279083,194.536579,261.46762
EDIL3,533.736615,653.87959,373.3382,538.114749,689.82531,364.003473,758.202447,60.428039,239.108304,105.781173,158.041656,142.922663,43.096085,27.994222,76.371244,8.08765,6.507298,9.221126,15.626781,0.08592,9.135639,7.552186,17.990536,6.442052,9.304431,10.326866,86.08626,227.309838,149.005057,63.209318,55.999364
EDN1,184.79106,702.894208,369.648909,243.541796,255.159631,522.83965,210.747538,420.57915,176.68516,256.986765,168.293555,271.053598,192.422176,115.85152,140.442698,188.555092,175.992841,296.612888,216.922273,117.625033,157.754584,157.022526,124.059737,96.291718,102.538629,139.330729,101.610012,305.478257,276.043562,125.213009,159.515836
EEF2K,275.466876,340.027928,255.730818,226.43756,312.12138,299.327104,353.567174,288.288228,234.778375,286.098547,356.177373,281.234917,299.978216,239.936634,400.587271,266.516274,294.504547,223.996521,265.896927,242.037778,238.562604,208.209561,216.917138,196.6521,300.779977,261.613933,348.661807,269.09233,177.319359,219.768637,196.244831
EFNA1,742.916343,540.478388,418.689478,842.682769,781.028563,848.467853,175.92838,232.043669,260.517398,426.512702,388.760142,442.311063,212.533682,70.227719,218.823711,173.508301,149.766457,292.386539,208.62558,118.054635,162.463676,140.86924,110.660536,106.802433,108.709935,110.563031,167.855756,468.601684,308.199922,124.351846,151.527691
EFNA2,5.211254,0,1.799654,8.728087,0.725114,4.305518,0,19.987736,21.890197,61.988018,1.725567,1.248652,0.736685,1.259256,0.241172,3.385528,0,27.663378,8.779995,0,0.847637,10.279364,11.618888,0.339055,51.554144,0,25.817577,36.712992,0.668184,4.133579,2.799968
EFNA3,16.154887,18.622041,108.069216,23.298363,7.734551,7.113465,219.666129,197.739136,113.901189,182.074119,66.282082,15.368028,76.762599,20.341822,62.945983,113.885394,66.256128,131.016833,97.224353,25.862042,67.622562,68.284345,23.612578,31.871202,46.522156,47.12657,52.548315,112.673725,40.759231,38.580074,55.505252
EFNA5,144.35173,234.532309,242.953275,232.913238,269.500778,189.910786,442.142226,138.798557,250.895333,306.426602,144.846142,135.334699,121.774065,34.2905,99.282617,192.787001,139.512532,142.54324,135.566352,105.510256,136.56367,97.96863,57.907037,57.300353,136.053569,153.099883,178.232595,217.824967,110.250379,71.820942,63.163989
EFNB1,208.345927,170.145724,150.900979,185.471859,170.72411,160.80174,576.776305,167.060286,151.788068,104.275391,155.605561,105.655194,139.896521,17.726445,75.0046,112.850928,81.735611,116.032503,93.196833,66.330552,120.270211,78.878383,58.375541,40.686641,139.851296,99.990288,95.05185,190.760378,116.09699,72.940453,86.387255
EFNB2,283.700657,363.920358,309.540469,682.339356,375.045179,437.19728,2.076932,577.506118,200.018667,277.691265,209.910176,213.807693,233.971222,282.654461,213.276747,241.124815,259.207383,508.314574,236.737676,177.855236,233.665149,156.812743,140.176259,233.270077,119.438514,154.165354,268.884665,257.154475,159.863049,151.822926,196.409535
EGF,29.287246,111.117367,210.019609,41.739967,65.582551,20.404412,0.48869,392.038522,92.973199,101.263828,119.876169,92.784471,143.579947,102.677768,77.818278,162.505336,154.696228,296.228675,164.16175,108.947072,155.211675,140.86924,45.351142,101.038493,59.434427,70.976713,104.100454,143.581322,42.68026,92.574955,126.245626
EGFR,352.593433,451.408814,260.319935,504.539767,473.338437,504.587997,92.484572,240.038763,219.262796,382.21762,207.677089,218.033901,316.848307,67.128013,321.884694,129.214312,132.01928,135.243182,133.713692,94.168763,134.397488,102.164289,66.714904,58.656575,97.696527,110.235194,204.54826,360.098031,172.892639,91.197095,97.669479
EGLN1,77.335006,31.973693,73.335896,47.300603,31.341047,47.547895,526.441241,164.271299,94.777336,120.71351,81.304667,32.75311,79.856676,34.484232,60.293087,79.465862,66.453319,62.242601,100.688021,49.060551,50.764013,57.690307,47.881062,33.227424,86.967948,39.012604,85.505157,104.251814,60.13657,42.541421,45.540659
EGLN2,18.135163,4.040632,2.33955,3.449002,1.450228,8.517438,314.960668,129.966766,14.553373,60.7332,1.725567,3.649907,3.46242,2.034182,1.688206,3.291485,0.591573,6.915845,12.807516,12.028857,0.659273,11.223387,5.059838,0.678111,25.919487,0.491756,27.062797,19.051508,1.085799,9.128321,5.188176
EGR1,3971.496526,6162.753652,1900.524491,4801.574322,4015.601879,4952.375354,212.702298,291.727978,2564.159926,1129.085406,686.877254,563.622436,1586.377924,1914.26232,4593.368548,432.87735,273.898102,3548.596679,298.842047,360.522015,338.960447,299.67492,491.460211,498.411356,322.047248,738.616782,949.771365,2255.600428,4734.6691,480.959183,364.654684
EGR3,126.008117,87.400617,137.853488,130.35821,71.14176,114.845014,289.060101,140.657881,133.987249,168.396601,80.391131,29.007153,102.767586,198.0906,148.964121,122.725384,103.525201,357.318635,66.776296,81.366622,102.564025,61.781074,39.260596,77.304619,76.714085,94.826855,68.487141,133.851153,361.821697,63.898248,74.775622
EI24,426.697462,465.902384,1028.772147,457.591103,540.532353,457.882486,505.794091,697.711432,419.401739,567.303303,495.542302,414.840713,672.004246,440.255148,493.599406,595.57077,527.288356,769.964026,570.941356,399.014355,581.101961,555.610099,333.293417,358.381499,327.269123,435.941263,462.225938,557.481466,404.752526,476.481139,587.993325
EIF2AK2,194.692442,250.255636,286.324934,152.811919,213.989258,177.555821,230.295136,466.597425,229.726791,516.859612,257.718538,214.287944,336.370465,169.321452,270.193421,256.547775,267.68659,474.119565,334.928634,248.395888,251.088789,254.57159,179.436855,271.244275,208.400268,153.017924,212.517673,247.260773,237.957067,212.018175,272.585141
EIF4A1,2490.875095,2055.276015,2683.283951,2421.058848,1908.983988,2605.868009,1997.642315,2822.175342,2782.460516,2285.274884,3174.130134,2654.15453,2404.835189,3511.579679,2744.139371,3030.329533,2964.074389,2974.965795,2786.963882,2680.115157,2854.745795,2942.10075,3344.084553,3212.888443,2513.905377,3090.355568,2594.458917,2656.826822,2928.316874,2860.264694,2811.332789
EIF4B,987.845272,1007.52269,813.623524,594.213827,838.715426,1052.418372,190.344733,562.817456,748.235794,477.458321,916.986717,889.904886,1143.261772,1927.048608,936.231057,829.736445,808.48252,1193.751611,825.239023,877.161403,741.964547,853.18719,789.615863,1203.307417,701.91489,736.64976,1214.588309,621.504345,523.271683,764.7983,694.968581
EIF4E,28.974571,35.223766,121.746586,54.691322,52.7722,44.459154,184.846971,132.941685,136.753592,97.875819,76.635485,40.917375,78.309637,40.489912,70.100763,114.355607,83.510329,120.643066,68.870607,60.058362,98.890933,74.472941,40.103903,42.381918,71.112438,65.977198,66.743832,94.521645,52.703022,38.235609,63.905157
EIF4EBP1,198.444545,118.671591,353.002111,148.377487,118.354751,176.339044,1.221725,343.324226,219.022244,313.077138,216.812445,225.717915,239.201687,138.808719,202.022037,279.023918,228.347014,230.912365,280.798754,251.489022,339.431356,276.703689,273.606066,166.137119,308.090602,355.375318,201.061642,291.250951,216.15756,261.276663,283.290901
EIF4G1,1079.667564,920.824791,719.861556,901.667747,1087.429597,1015.634272,729.36974,351.133388,750.641311,711.481913,708.091581,960.693866,636.864361,1215.859763,834.858279,602.717996,728.22584,363.850266,734.458703,913.247973,686.679806,856.438826,859.329189,739.479706,838.822948,769.679339,949.107247,764.758602,802.23855,874.165921,755.003193
EIF5B,110.270131,240.768936,329.516627,155.275492,165.728879,180.644562,433.712325,969.172775,312.717098,379.958947,261.575689,172.794268,327.382906,422.044374,247.52322,360.652756,384.127792,586.694146,433.280694,300.377732,265.310247,221.530778,155.449474,223.437472,184.949304,211.372912,278.431357,228.454564,126.036228,217.443498,245.408979
EIF6,381.463779,350.393026,293.433567,292.461319,388.419507,392.55093,681.111608,63.681856,288.661936,214.950356,308.064499,339.441324,229.403773,409.16122,289.64799,205.764858,247.080146,176.738249,205.886866,274.34385,237.244058,332.401058,317.176895,373.299934,248.371345,271.694921,338.118938,248.078435,279.468005,275.916423,243.926642
ELAVL1,240.343026,193.247595,122.196499,206.377036,172.013202,242.887378,489.545151,117.974125,247.046507,195.375192,161.086774,172.986368,201.041393,328.278261,247.925174,136.45558,125.807768,135.243182,107.454256,114.78966,154.45822,163.001339,187.869919,236.321575,158.460158,179.080966,294.370183,160.915741,146.833459,178.518959,141.480747
ELK1,209.909303,188.240726,380.086902,166.185601,159.927966,134.875033,473.7849,505.829168,327.871849,321.233456,339.226213,170.681164,369.373963,248.84829,238.760625,382.470602,323.097222,381.908304,278.462792,238.085439,362.788453,352.015762,216.917138,229.540468,264.131912,237.435954,203.884142,348.405475,250.318473,245.08681,300.667175
ELL2,542.491521,786.956912,897.847326,507.777606,382.699162,503.184024,68.050075,1061.953057,704.816228,616.492176,589.534963,376.228542,597.967382,581.872976,554.214057,547.421041,677.744981,1609.854925,768.773181,533.737549,607.001968,528.233426,837.778026,559.102263,585.989274,393.322452,710.356924,601.471643,752.375311,881.74415,938.154055
ELMO1,126.112342,131.584044,156.029992,121.841286,115.857136,110.633095,439.332259,164.178333,148.660897,136.147773,173.064241,121.695574,212.16534,197.025076,226.219663,198.335505,163.569817,208.627977,180.030182,183.697823,177.156044,202.650314,119.093599,174.952558,131.116524,159.000949,190.850832,145.789008,85.611089,135.977538,145.433643
EML4,731.76426,463.706389,374.777923,570.281974,489.693791,722.01666,412.698657,358.291787,703.372919,692.534158,574.410874,688.967917,804.607583,1355.152811,794.90406,957.446078,961.40403,821.448647,1171.605817,1253.664613,934.47223,946.85527,891.28113,947.659687,1014.088048,992.444586,1001.821592,499.182216,555.511567,669.123161,630.734016
EMP1,818.062623,2038.235091,894.877897,3254.098488,1706.91883,1981.474292,568.224231,398.174292,641.791705,330.770074,597.655279,692.617824,388.012098,529.565434,603.89556,245.54481,207.148997,914.428334,377.862007,205.177924,221.609873,180.518214,343.787896,150.540573,361.638552,378.487827,306.158272,788.961376,865.883087,684.796316,446.512578
EMP3,1110.309736,1071.821435,1392.842129,1168.789457,1563.185082,1369.997128,683.555058,923.1545,1286.349754,704.956858,1271.540027,1227.617307,1148.713243,1374.138512,861.548019,671.274934,1109.494365,675.06327,921.013469,994.356834,921.286773,848.991531,971.582637,827.29504,1371.738987,1219.471715,1187.608526,1070.727456,840.241522,1853.135303,1100.140451
EN2,18.968964,18.9734,194.992499,28.366284,10.151599,12.354965,491.744255,350.203726,148.179794,191.861701,84.451289,23.628343,125.604828,31.675123,70.020372,182.72446,138.132196,268.181083,99.157563,33.165276,167.361132,97.653955,25.861395,63.064294,44.338463,88.434033,67.324935,153.883854,48.025733,94.038931,98.492999
ENDOD1,152.064386,149.766886,292.623723,211.233795,169.676723,173.156705,511.047508,672.982419,226.960448,361.262156,166.466484,119.48642,229.477442,149.560825,207.327829,230.968232,288.095844,325.044694,222.963555,179.229962,211.814961,190.063338,116.376279,156.982624,92.379709,154.329272,191.597964,246.034281,128.541919,115.826339,177.962685
ENDOG,76.813881,47.60918,133.804267,60.955837,52.691632,63.646789,510.925336,210.289575,93.815129,284.592765,129.113029,42.838379,92.453993,70.518316,65.840051,130.342821,91.989535,134.858969,122.597735,77.586125,95.12366,113.492567,62.310971,56.961298,117.254821,75.074675,98.870527,132.21583,59.468386,71.39036,87.375479
ENG,1273.63043,734.165182,338.064983,1041.387535,1026.197732,1330.405082,165.055028,68.609066,752.325172,541.328566,538.275466,821.613211,385.802043,474.836246,546.014197,414.915244,405.32581,462.593157,612.827573,523.942623,405.641191,473.375189,782.869412,507.904906,516.20604,536.259388,606.090441,765.167433,888.016686,623.137091,540.146809
ENO1,2995.637138,1868.177207,2560.457573,2269.584297,2435.578034,2348.379309,1453.974754,438.614595,2948.801957,2128.548093,2528.971005,3124.992496,1902.857889,2746.920902,1820.690449,2111.25277,2502.450589,1204.125378,2704.077502,2851.354522,2494.311888,2422.363532,3517.337161,3143.721153,3682.940686,3464.663473,2115.962094,3067.783385,3251.467416,2747.280191,2399.65511
EOMES,30.954848,32.237212,112.20842,37.939025,38.028211,10.763795,91.751537,193.276758,138.076626,246.571774,91.759574,55.709102,154.85123,67.321744,139.156445,157.144917,187.23272,107.19559,106.004349,128.193243,178.757135,138.876302,74.21096,84.763836,90.670732,61.551398,238.16922,98.528185,48.526871,122.801754,133.82201
EP300,651.823626,715.718821,533.057482,609.839919,689.261333,693.656399,1018.307669,692.970155,573.595323,714.367995,584.662773,584.465325,809.838048,1077.729105,811.544952,644.096669,759.579187,716.174124,724.712103,805.589707,619.810698,583.511229,605.868775,662.514143,594.818989,573.796725,881.533269,518.887853,485.435758,588.862828,595.734413
EPCAM,227.314891,174.625554,100.780618,154.008511,168.790472,184.294893,241.290659,164.364265,170.911922,140.288673,123.428808,118.621968,46.190162,18.501371,25.323097,70.813957,68.918205,152.917007,69.112258,31.189107,42.94692,52.655516,23.987381,33.566479,47.091815,27.948105,63.672287,174.815983,86.112228,36.254936,42.575987
EPGN,13.34081,44.183427,75.225533,19.427033,20.383766,12.729358,532.427693,39.603607,81.065894,95.993591,49.533929,24.492795,48.915898,35.45289,32.87983,49.466323,20.310658,78.379572,74.750787,37.633137,54.71965,43.110393,41.603114,41.703807,40.540736,31.390394,56.034933,42.354855,36.499557,31.174078,41.917171
